Temperature [_ C] ;Humidity [%];Soil moisture %;Reference evapotranspiration (mm/giorno);Evapotranspiration (mm/giorno);Crop Coefficient;Crop Coefficient stage;Nitrogen [mg/kg];Phosphorus [mg/kg];Potassium;Solar Radiation ghi;Wind Speed;Days of planted;pH
24.42;61.62;40,46%;5,185985373;0,362823559;0.81;Mid stage;77;91;83;553.88;2.41;70;6.35
24.22;83.04;47,96%;9,472872344;6,740659637;1.26;Mid stage;69;77;132;679.76;3.74;70;6.14
22.71;91.83;56,08%;6,908485243;8,768570414;1.22;Mid stage;109;64;109;70.42;1.12;70;6.78
30.33;68.28;38,60%;7,500164718;4,503891988;1.23;Mid stage;88;107;126;731.63;1.86;70;5.18
31.23;67.48;54,87%;4,330895993;2,321686683;1.38;Mid stage;100;54;56;554.56;2.65;70;6.06
31.89;86.68;56,83%;2,943015223;0,565530953;1.15;Mid stage;79;71;87;348.68;3.33;70;5.19
23.27;77.02;38,62%;1,025374031;1,313022234;1.46;Mid stage;105;92;42;484.18;3.77;70;6.59
31.53;94.73;22,89%;4,531379106;8,375176779;1.17;Mid stage;69;109;109;72.87;3.83;70;3.33
29.09;80.62;46,67%;5,652315486;6,797843122;1;Mid stage;71;75;83;329.24;3.34;70;6.04
27.46;92.32;44,15%;8,037199254;1,364420357;0.82;Mid stage;86;84;62;303.66;2.2;70;5.77
21.43;60.43;41,03%;7,699737769;8,880764343;1.34;Mid stage;104;72;59;289.06;3.38;70;5.27
21.03;65.41;15,40%;8,341123122;8,337287083;0.89;Mid stage;82;89;124;437.83;3.63;70;4.19
20.32;83.95;57,10%;1,025274596;8,604921465;1.35;Mid stage;107;95;78;567.5;2.2;70;2.96
30.92;74.58;43,25%;0,700728252;2,269572117;1.23;Mid stage;68;82;122;51.4;2.05;70;4.9
22.12;89.26;36,98%;9,901500816;1,555074403;1.13;Mid stage;100;43;49;582.97;2.46;70;6.81
24.34;75.01;59,26%;8,515740621;6,209629832;1.14;Mid stage;113;57;127;408.34;1.41;70;6.19
24.92;84.95;23,42%;1,426230249;8,943381451;0.86;Mid stage;62;64;107;497.74;2.47;70;2.85
28.89;79.82;27,76%;7,425644536;2,327317824;0.96;Mid stage;75;92;86;684.83;3.75;70;2.88
29.82;64.2;49,10%;0,103635614;3,254133119;1.25;Mid stage;86;42;46;249.23;3.61;70;4.85
19.95;85.13;34,62%;1,786029075;3,245235572;1.41;Mid stage;106;75;52;479.25;1.3;70;4.89
23.98;84.72;29,58%;6,924426256;4,194164924;0.97;Mid stage;89;57;49;71.83;1.04;70;5.32
29.8;64.05;26,77%;2,601064604;2,368975273;0.86;Mid stage;71;53;66;67.47;2.38;70;5.93
29.45;79.67;40,17%;5,675873953;5,034569722;0.9;Mid stage;118;57;113;29.76;2.1;70;3.76
19.43;71.75;56,98%;5,367887651;7,486432057;0.97;Mid stage;119;91;51;365.1;2.88;70;4.03
20.19;76.06;58,71%;7,908834967;3,609245129;0.82;Mid stage;77;95;109;611.5;3.05;70;6.91
22.26;74.8;57,85%;9,027704847;2,528773492;0.98;Mid stage;109;45;40;298.09;3.17;70;6.44
19.06;63.67;63,37%;1,098741466;8,411055941;1.02;Mid stage;106;76;111;155.38;3.31;70;3.12
23.95;65.53;14,94%;2,301719225;4,952217018;1.25;Mid stage;92;55;94;32.28;3.99;70;5.6
19.51;63.04;68,97%;4,808931567;2,102001907;1.36;Mid stage;99;44;101;560.68;3.51;70;5.39
25.96;66.74;36,74%;4,142332286;3,130820101;1.12;Mid stage;67;43;125;356.82;1.47;70;6.04
21.45;89.84;23,19%;3,813995475;4,513474288;1.03;Mid stage;65;85;113;441.23;1.19;70;5.53
26.35;60.86;68,26%;0,261272899;8,095116069;1.07;Mid stage;118;100;68;472.49;1.02;70;5.58
19.65;75.11;59,86%;6,015471996;3,141530999;1.23;Mid stage;77;70;120;323;3.47;70;4.34
31.66;88.03;65,92%;9,647607943;6,399233092;0.81;Mid stage;68;87;86;605.3;1.01;70;2.46
31.06;63.51;42,34%;3,458636911;6,680612362;1.01;Mid stage;90;73;92;304.06;1.69;70;6.52
23.49;67.97;55,37%;7,718636397;4,238637244;1.19;Mid stage;104;97;124;192.53;2;70;3.74
21.39;85.46;42,13%;1,034167442;7,780202798;1.39;Mid stage;108;103;80;198.05;3.09;70;3.21
21.51;82.66;43,29%;1,981242137;5,299771228;0.85;Mid stage;70;103;134;664.57;1.77;70;2.01
24.77;79.71;67,19%;1,203190723;6,818689348;1.46;Mid stage;94;94;54;239.59;1.89;70;3.63
18.56;66.01;54,83%;1,085205014;8,424482735;0.98;Mid stage;104;67;80;604.25;1.01;70;2.64
26.96;87.81;44,87%;5,597845429;7,115368878;1.14;Mid stage;78;93;124;191.64;2.4;70;5.08
23.72;64.95;34,78%;3,098267643;2,801832802;0.88;Mid stage;107;69;41;709.62;1.25;70;3.75
23.28;64.72;21,53%;9,564044196;1,079552581;1.35;Mid stage;65;70;84;12.25;2.18;70;4.51
29.33;87.83;18,71%;3,036868595;3,675380357;1.35;Mid stage;89;55;68;701.75;3.64;70;3.62
27.93;72.92;29,38%;1,939083908;3,521025673;1.45;Mid stage;115;86;51;633.76;1.35;70;6.03
31.36;70.94;52,18%;8,602324698;7,700276962;1.23;Mid stage;61;71;101;220.94;1.19;70;2.62
22.93;69.75;23,11%;0,798548811;6,643765906;1.45;Mid stage;99;77;106;317.44;2.17;70;3.29
30.57;71.37;19,63%;1,194423386;4,071390876;1.38;Mid stage;96;93;73;514.27;1.49;70;4.26
28.78;71.92;16,51%;5,524694973;6,592747532;1.09;Mid stage;90;61;64;547.08;1.14;70;4.66
23;84.37;61,08%;0,982930952;4,484719946;1.44;Mid stage;74;41;44;121.09;2.91;70;6.72
26.7;68.41;25,99%;4,670487919;1,438991149;1;Mid stage;68;97;76;369.28;3.45;70;6.11
22.04;71.39;23,65%;0,245170666;7,850413639;1.11;Mid stage;100;62;90;496;2.17;70;5.92
30.24;87.17;34,67%;7,641307572;8,285585589;1.38;Mid stage;89;75;100;217.26;2.26;70;6.85
19.57;91.96;48,51%;2,515079995;5,413526489;1.23;Mid stage;62;43;132;418.81;3.32;70;4.44
20.97;81.45;46,00%;9,988415837;6,295504982;1.03;Mid stage;119;91;45;355.65;3.03;70;6.9
20.56;63.68;65,57%;4,612839474;5,554289058;1.43;Mid stage;84;94;133;285.96;2.74;70;5.59
23.64;78.96;51,55%;5,370761346;6,264492818;0.81;Mid stage;99;72;90;373.64;4.04;70;6.02
28.43;81.97;44,59%;7,642616425;0,765163713;1.4;Mid stage;102;93;127;632.69;2.5;70;5.35
25.38;70.99;53,27%;3,961077689;0,289388292;0.97;Mid stage;62;103;77;631.79;1.11;70;3.12
24.83;88.98;50,50%;1,036302851;2,693791593;1.49;Mid stage;62;61;47;700.7;2.85;70;4.65
18.01;87.37;56,51%;3,009258345;7,574458038;0.83;Mid stage;83;92;118;101.03;3.05;70;2.29
23.96;80.14;45,20%;1,062350836;4,171441305;0.9;Mid stage;98;42;136;154.1;1;70;5.69
18.89;65.08;58,82%;4,276372788;5,738870389;0.99;Mid stage;68;51;138;732.06;3.1;70;6.56
20.92;84.41;64,20%;8,585547876;2,187376806;0.89;Mid stage;94;109;107;575.75;4.03;70;3.48
31.05;91.34;52,40%;8,911783484;4,004802981;1.01;Mid stage;69;71;110;263.87;1.77;70;5.57
21.02;68.75;32,74%;6,835138656;8,527955481;1.21;Mid stage;90;69;73;545.74;1.41;70;2.24
30.02;93.55;28,24%;8,932465192;2,179486042;0.89;Mid stage;62;101;102;634.08;1.73;70;6.46
29.24;87;48,96%;6,502285679;6,980834031;1.29;Mid stage;108;46;100;456.46;4.15;70;3.38
20.23;70.51;48,62%;6,629797999;1,582733668;1.11;Mid stage;77;77;45;232.15;1.22;70;4.61
26.48;81.59;13,39%;1,556043302;5,784600285;1.27;Mid stage;88;40;44;457.54;1.29;70;2.93
19.62;70.77;55,33%;9,796200039;2,038001587;1.08;Mid stage;79;47;84;607.15;2.97;70;5.24
28.19;63.48;24,87%;1,702502752;6,950162558;1.18;Mid stage;109;70;60;237.46;3.6;70;6.58
26.92;88.85;15,16%;5,563969975;4,887258071;0.92;Mid stage;73;95;74;38.77;4.1;70;6.57
29.37;83.3;20,89%;3,508572333;8,034415153;1.37;Mid stage;108;61;97;343.21;3.8;70;4.56
24.71;81.49;50,09%;3,180868435;9,699647743;1.31;Mid stage;64;65;136;614.41;1.51;70;3.49
30.81;64.98;42,34%;1,874262255;1,711660062;0.96;Mid stage;104;62;63;310.89;2.8;70;6.38
18.69;73.21;61,12%;6,030232835;0,068985684;0.96;Mid stage;70;84;124;398.16;2.92;70;6.91
22.1;90.68;18,16%;9,291491204;3,030345757;0.96;Mid stage;63;49;52;689.33;1.36;70;5.04
28.01;65.72;60,11%;5,471160818;6,345900671;0.91;Mid stage;73;62;128;204.19;2.78;70;3.91
23.85;61.68;49,75%;3,965283216;6,330764865;1.19;Mid stage;68;93;54;467.39;2.74;70;5.7
20.42;66.69;24,47%;0,101989481;0,123012529;0.93;Mid stage;69;76;118;596.61;2.97;70;2.11
19.5;68.76;54,74%;1,481006098;1,081552783;1.11;Mid stage;113;98;62;320.14;3.41;70;2.38
29.44;87.43;55,00%;5,288707659;4,530612682;0.91;Mid stage;70;40;46;57.56;4.05;70;2.87
24.62;82.68;18,26%;8,377908244;3,713793475;1.2;Mid stage;62;94;100;366.95;3.97;70;3.05
30.35;60.61;27,45%;0,009878177;1,574230629;0.84;Mid stage;115;55;84;583.02;1.34;70;6.48
28.27;60.61;49,05%;1,020630649;6,038395609;1.37;Mid stage;110;100;124;277.55;3.67;70;3.22
23.74;79.84;34,07%;1,240931278;3,745237694;1.04;Mid stage;112;82;48;113.88;1.16;70;3.85
23.23;82.17;56,38%;5,950588303;0,616959048;0.87;Mid stage;66;78;99;408.54;1.77;70;3.35
25.22;64.39;43,09%;0,233466575;3,451542751;1.15;Mid stage;112;86;103;357.41;2.87;70;5.35
30.45;81.37;61,71%;1,957083358;7,434505456;1.43;Mid stage;97;101;124;580.16;3.77;70;4.22
28.32;68.41;18,44%;9,522919308;5,170918214;1.17;Mid stage;60;68;112;171.94;3.99;70;3.16
18.07;71.79;54,56%;4,066118916;7,308352004;1.23;Mid stage;85;104;106;334.13;2.29;70;6.5
27.72;74.31;38,95%;1,175639098;5,637943202;1.32;Mid stage;89;106;75;152.12;2.44;70;4.99
30.87;64.07;42,13%;2,408612936;3,261593261;0.82;Mid stage;68;88;97;642.21;3.41;70;4.53
27.95;93.71;28,48%;4,196195961;3,495867969;1.37;Mid stage;98;103;117;397.12;3.78;70;6.69
20.48;94.08;27,61%;7,149665991;7,268939846;0.84;Mid stage;66;58;116;385.94;2.62;70;5.76
24.77;75.58;23,01%;6,870252509;2,727486877;0.87;Mid stage;74;87;97;457.81;3.9;70;4.61
19.96;69.01;33,65%;1,017026373;1,566563031;0.87;Mid stage;118;77;90;415.6;2.75;70;2.62
23.03;93.55;25,86%;3,475079378;5,669538565;1.47;Mid stage;109;46;62;164.51;3.24;70;6.13
31.12;88.63;23,00%;4,374241906;6,693361958;1.17;Mid stage;73;91;44;195.86;2.5;70;3.28
30.93;85.35;67,78%;3,121001573;7,672673435;0.8;Mid stage;101;41;82;439.03;2.35;70;2.27
21.96;76.16;37,95%;1,291403635;6,941389228;1.44;Mid stage;94;41;98;495.86;1.95;70;5.38
22.75;74.37;51,33%;1,057105088;8,833534821;1.47;Mid stage;76;65;82;365.56;2.35;70;3.29
26.4;87.28;33,70%;1,065537651;8,279510895;1.48;Mid stage;106;101;72;498.44;3.96;70;5.87
31.48;78.19;45,05%;5,205784142;0,379426512;1.07;Mid stage;89;101;109;149.11;2.85;70;3.01
20.07;83.12;40,95%;6,274411238;7,098694767;1.02;Mid stage;61;109;48;638.87;2.86;70;3.47
21.6;79.82;47,54%;7,705277831;2,671219491;1.27;Mid stage;116;91;104;346.48;3.11;70;4.17
30.23;84.93;53,92%;3,000058451;8,359394552;1.02;Mid stage;66;64;87;745.8;1.68;70;5.3
24.89;63.29;50,51%;0,568160686;8,974498563;1.19;Mid stage;110;76;132;424.61;2.85;70;6
30.59;73.22;56,20%;4,270268995;6,613863808;0.87;Mid stage;116;80;95;695.41;2.37;70;3.06
20.6;65.85;20,49%;1,075569256;3,017583608;1;Mid stage;105;86;128;456.06;3.89;70;4.66
25.46;68.47;17,45%;1,334377469;8,667331221;1.44;Mid stage;99;76;60;299.26;2.69;70;3.71
22.57;67.03;31,66%;4,446460853;3,781381699;0.81;Mid stage;66;67;51;633.09;3.16;70;5.3
22.43;77.62;39,95%;4,872959282;3,695914109;1.15;Mid stage;85;59;41;117.11;2.23;70;5.37
24.26;60.66;25,02%;2,844239123;4,595213545;0.92;Mid stage;72;105;129;609.18;1.59;70;2.71
24.06;93.74;56,85%;5,953773114;4,636495392;1.4;Mid stage;61;79;95;182.9;2.66;70;5.95
23;78.16;53,73%;0,842176867;2,031634171;1.17;Mid stage;97;70;77;222.51;2.28;70;3.84
30.81;61.84;64,99%;9,784481041;0,362611326;1.47;Mid stage;116;78;72;38.23;3.65;70;6.55
28.24;83.87;54,28%;9,947895401;6,403220455;1.16;Mid stage;89;89;89;311.55;3.78;70;6.07
28.19;69.41;18,21%;9,927228754;0,700046731;1;Mid stage;86;43;115;591.36;2.97;70;3.41
22.06;63.74;50,57%;7,199501819;6,467697981;0.89;Mid stage;119;42;109;150.48;4.08;70;6.98
26.09;89.06;35,90%;3,157812496;1,606265882;0.81;Mid stage;90;77;56;253.09;2.53;70;6.34
28.91;66.93;27,06%;7,779754836;6,083185527;1.13;Mid stage;73;44;80;543.52;4.01;70;3.97
29.14;63.67;46,91%;1,150283451;2,178189402;1.21;Mid stage;107;81;52;744.23;4.16;70;6.53
22.82;61.99;29,53%;7,433964542;5,814953848;0.91;Mid stage;75;108;127;352.75;1.14;70;5.82
28.79;85.5;42,79%;6,057440733;3,426912036;1.04;Mid stage;110;69;129;76.7;2.31;70;2.51
28.3;82.93;45,41%;3,382563548;5,165771228;1.07;Mid stage;84;101;80;141.57;1.73;70;4.17
19.98;60.29;42,69%;1,837385987;2,030396658;1.05;Mid stage;92;68;105;142.51;2.18;70;3.45
30.12;67.75;12,62%;0,016087828;6,099670027;1.22;Mid stage;105;59;129;547.94;4.11;70;5
24.18;84.66;32,23%;9,235126157;8,124610884;1.17;Mid stage;110;49;62;730.03;3.74;70;5.84
24.81;65.32;57,85%;2,578327062;3,017967142;1.15;Mid stage;66;92;105;67.9;1.66;70;6.75
24.28;80.19;32,12%;5,452878282;5,823169138;0.99;Mid stage;82;78;95;555.1;2.55;70;2.49
25.95;67.46;41,54%;8,094277633;0,845532367;1.36;Mid stage;78;76;117;305.53;3.43;70;6.02
26.7;75.72;32,11%;1,614021214;4,945915595;1.48;Mid stage;106;67;61;42.93;1.06;70;3.39
24.97;90.36;23,56%;5,123580661;7,487691944;1.34;Mid stage;76;86;75;56.47;3.85;70;4.71
30.14;70.59;23,59%;2,283808098;8,516349847;0.87;Mid stage;119;72;98;132.72;3.57;70;3.62
26.79;84.01;55,43%;0,700727422;7,875081318;1.48;Mid stage;116;108;136;41.36;2.1;70;6.03
23.62;75.34;48,42%;4,175023624;4,688194471;1.27;Mid stage;70;42;55;126.45;1.21;70;6.87
23.83;63.37;66,06%;8,631432328;8,796022948;0.86;Mid stage;76;75;111;15.28;4.16;70;3.95
29.35;72.62;36,42%;0,724026201;3,945370464;1.48;Mid stage;104;57;95;284.76;1.58;70;3.02
22.87;89.44;48,92%;1,075728487;2,255060152;1.23;Mid stage;107;50;49;6.73;3.06;70;2.73
20.96;94.06;39,18%;3,933830013;7,815376856;0.82;Mid stage;95;103;113;6.19;2.42;70;2.97
18.83;89.58;39,49%;4,913228522;7,939370096;0.96;Mid stage;118;77;65;270.89;2.47;70;6.73
30.26;65.68;61,54%;7,353499999;5,438577442;1.16;Mid stage;82;71;131;279.98;2.28;70;2.77
30.86;72.09;38,35%;4,648677847;0,663368593;1.46;Mid stage;69;86;93;235.15;4.07;70;2.43
19.68;89.09;65,83%;2,637235297;3,022845637;0.84;Mid stage;69;90;128;169.36;1.91;70;5.96
22.68;79.39;47,99%;8,338271772;7,742277157;1.12;Mid stage;115;75;138;523.92;4.02;70;2.49
20.46;87.17;16,96%;3,038908761;0,219395802;0.86;Mid stage;100;108;85;223.36;3.22;70;4.04
19.62;87.22;15,94%;9,507520866;5,226919878;1.09;Mid stage;111;41;64;25.88;1.35;70;5.14
30.6;62.49;68,97%;6,489034812;1,180923972;0.9;Mid stage;81;40;119;445.3;3.88;70;4.79
18.8;71.98;35,16%;6,110558961;7,951137461;1.38;Mid stage;117;46;42;692.08;3.98;70;3.58
31.73;76.77;46,07%;8,669321222;0,123275134;1.02;Mid stage;106;82;84;604.17;2.59;70;5.67
19.35;93.08;37,03%;1,815720869;0,583473824;1.34;Mid stage;90;80;44;363.01;2.05;70;6.23
30.09;91.44;21,22%;1,048533438;2,037904332;0.88;Mid stage;94;69;47;89.05;4.15;70;4.29
25.93;74.81;19,28%;5,656769371;6,812187249;1.47;Mid stage;84;95;65;552.44;1.26;70;4.74
23.15;63.35;24,34%;9,989930504;1,665904926;1.19;Mid stage;65;41;118;681.01;3.06;70;5.18
22.79;74.16;47,11%;9,746323887;0,682698243;0.97;Mid stage;98;60;69;238.41;1.63;85;4.31
28.6;78.76;43,70%;9,739081125;4,558852171;1.36;Mid stage;89;43;125;304.61;1.35;85;2.92
22.4;91.65;31,06%;4,140066383;6,381088166;1.2;Mid stage;103;79;116;701.75;1.62;85;3.9
27.2;70.32;14,56%;2,052802356;4,690264318;0.97;Mid stage;90;53;58;730.64;2.76;85;3.15
25.24;70.81;30,79%;3,869589154;5,013315024;1.26;Mid stage;69;61;51;217.95;2.41;85;2.2
24.79;81.95;35,10%;1,485699867;5,443845623;1.24;Mid stage;67;80;51;363.32;2.93;85;5.43
30.62;77.68;55,87%;9,179971678;2,062811164;1.47;Mid stage;71;49;41;513.73;2.42;85;4.27
25.77;66.86;54,77%;6,258807938;5,185975349;1.3;Mid stage;86;67;119;182.83;4.12;85;2.93
29.58;65.07;24,84%;2,741920463;2,381916383;1.26;Mid stage;96;75;56;421.79;2.26;85;3
28.16;77.13;25,21%;9,021608441;2,702144401;1.02;Mid stage;104;56;67;510.33;1.16;85;4.48
18.54;87.28;48,42%;5,075132049;4,496220199;1.34;Mid stage;115;77;117;236.61;1.99;85;6.85
28.82;87.26;49,80%;1,295653886;2,062017815;0.86;Mid stage;98;107;79;536.85;2.37;85;5.26
21.04;94.15;44,54%;1,694731317;5,574632852;0.88;Mid stage;114;98;71;229.09;4.03;85;4.38
30.64;73.4;18,49%;4,645101303;2,703115968;0.93;Mid stage;76;48;113;745.91;2.8;85;4.86
18.6;73.72;28,57%;8,629488366;1,682512312;1.22;Mid stage;61;86;79;317.2;3.83;85;4.79
22.66;60.06;13,84%;7,080410926;8,089492195;0.93;Mid stage;110;90;121;248.05;1.44;85;6.39
19.4;89.05;56,17%;2,178616709;3,928043854;0.8;Mid stage;97;51;86;111.67;3.06;85;2.55
24.66;82.63;58,78%;6,539279225;8,486918821;1.21;Mid stage;63;68;112;224.88;3.03;85;6.76
29.48;86.95;65,39%;1,134968716;3,738333451;1;Mid stage;109;61;76;620.86;1.86;85;3.36
22.17;76.47;17,10%;1,601359346;1,051863487;1.25;Mid stage;102;76;74;442.59;2.27;85;3.15
20.11;92.21;64,56%;3,591984549;0,180096971;1.14;Mid stage;83;80;83;238.99;3.86;85;5.75
22.62;61.02;65,27%;9,736247604;0,751979965;1.4;Mid stage;95;73;47;591.51;4.12;85;6.03
29.39;64.03;69,87%;1,081901883;3,248074684;0.82;Mid stage;113;100;75;176.86;2.63;85;2.74
19.97;73.16;57,12%;2,559869814;7,618928532;1.2;Mid stage;101;102;65;172.83;3.49;85;4.47
21.18;62.98;27,23%;9,886549618;3,499998544;1.13;Mid stage;85;43;51;194;2.63;85;6.36
18.96;63.08;27,34%;7,553186997;0,267754641;1.27;Mid stage;72;76;74;517.4;4.1;85;6.72
27.88;79.84;51,92%;1,054464156;7,208533525;1.2;Mid stage;110;61;63;199.83;3.88;85;4.5
23.53;67.56;51,42%;1,001634685;6,598752958;1.47;Mid stage;89;103;100;148.15;3.54;85;4.94
22.35;81.93;50,30%;0,966648571;7,884805142;0.98;Mid stage;78;97;57;374.1;3.74;85;3.95
28.06;92.53;32,48%;6,359727871;0,378459958;1.27;Mid stage;67;43;89;549.59;1.26;85;3.43
22.7;88.84;42,15%;1,061142013;2,965104009;1.36;Mid stage;72;87;92;291.91;2.07;85;2.8
28.19;68.7;29,49%;1,997212709;1,987086511;1.17;Mid stage;92;87;125;696.7;3.84;85;2.46
29.41;63.14;46,61%;5,001572797;5,353722265;1;Mid stage;68;63;130;465.99;3;85;2.18
21.05;93.26;56,80%;8,594580283;8,532034431;1.05;Mid stage;87;98;115;644.79;3.72;85;2.23
31.63;94.81;52,52%;5,323795205;0,317824644;1.12;Mid stage;108;82;74;496.84;1.69;85;4.56
20.27;73.11;37,09%;1,093870208;2,083711219;0.88;Mid stage;118;86;42;672.23;3.75;85;2.62
22.07;76.12;42,43%;8,067299266;2,236391426;1.02;Mid stage;89;108;113;269.95;4.15;85;2.88
20.52;65.09;56,80%;2,277846334;0,828375777;0.85;Mid stage;76;46;76;530.26;4.08;85;6.88
22.84;84.86;25,51%;8,927238129;2,138066677;1.12;Mid stage;83;89;41;22.23;3.01;85;2.9
24.72;74.76;24,84%;9,763205716;5,801357717;0.97;Mid stage;110;107;98;33.71;1.86;85;2.32
25.31;88.11;40,13%;0,593819462;0,642390723;1.2;Mid stage;90;43;103;641.92;4.1;85;5.19
29.95;80.21;40,66%;1,089603668;3,755268114;1.41;Mid stage;115;102;95;477.45;3.46;85;4.22
30.45;61.5;13,36%;5,899579122;8,493353094;0.94;Mid stage;73;61;101;609.08;4.06;85;3.34
21.08;71.72;45,75%;8,506709999;1,511001846;1.07;Mid stage;109;46;113;516.86;1.69;85;6.32
26.72;88.3;36,23%;3,571074714;6,444227141;0.89;Mid stage;68;81;83;198.7;1.86;85;6.46
19.56;84.08;45,43%;2,634741163;0,365225631;1.14;Mid stage;97;40;115;363.51;2.26;85;4.63
24.43;82.14;65,06%;8,623527629;2,161990732;1.13;Mid stage;76;45;60;179.43;3.7;85;6.44
22.51;83.54;31,32%;2,130746431;1,759891042;1.14;Mid stage;110;90;45;66.08;4.1;85;5.45
22.43;81.18;18,25%;3,130389271;0,151684165;1.49;Mid stage;100;69;76;596.34;1.08;85;6.04
24.76;82.44;23,98%;4,056686524;8,800919352;0.82;Mid stage;90;107;96;342.23;2.63;85;4.45
28.22;81.71;29,78%;0,687333346;3,510927593;1.04;Mid stage;93;96;123;342.48;1.69;85;2.61
18.97;78.67;62,08%;3,771176787;5,477162317;1.26;Mid stage;95;59;94;672.11;2.32;85;2.4
30.31;86.52;43,85%;3,536968652;3,897002486;0.94;Mid stage;103;42;111;131.69;3.59;85;3.73
28.29;72.93;69,72%;4,879277015;7,300565334;1.3;Mid stage;76;58;90;691.38;4;85;6.54
20.47;76.63;28,53%;4,953103958;6,829696737;0.89;Mid stage;103;90;98;615.4;1.76;85;3.22
31.15;74.05;15,99%;2,404248065;4,301810174;1.12;Mid stage;103;83;75;657.73;3.28;85;3.87
25.09;67.32;29,47%;0,348807549;5,775922325;1.27;Mid stage;87;102;46;12.44;2.3;85;5.99
32;71.27;69,57%;5,171590982;8,719703473;0.88;Mid stage;94;40;73;523.85;2.6;85;3.56
20.76;61.93;55,10%;2,598021403;7,655319925;1.44;Mid stage;72;50;128;536.86;2.64;85;2.31
25.49;71.39;65,07%;5,252275595;2,668111934;1.05;Mid stage;69;87;43;504.39;1.87;85;5.55
22.06;73.67;46,50%;6,266482318;5,502308203;1.41;Mid stage;97;56;129;56.65;1.31;85;3.36
22.26;63.27;27,97%;9,236306908;4,058779211;1.31;Mid stage;71;83;57;282.47;1.68;85;3.98
26.27;67.72;67,36%;8,524462114;5,265331072;0.92;Mid stage;92;52;87;191.66;1.85;85;4.59
30.9;68.73;25,29%;2,830346915;5,060296807;1.45;Mid stage;62;50;116;579.41;1.85;85;3.88
29.27;67.96;35,03%;1,424669387;6,601720686;1.02;Mid stage;89;105;89;615.24;3.03;85;4.91
28.14;72.26;29,02%;2,425458298;2,894163473;1.14;Mid stage;98;45;93;345.22;3.44;85;4.34
25.83;65.07;49,32%;0,439082304;3,896572592;1.3;Mid stage;86;79;51;561.76;3.86;85;2.92
30.91;85.6;36,25%;9,410461568;5,216132076;1.45;Mid stage;76;48;48;217.78;3.5;85;3.15
24.89;71.99;67,51%;1,783707926;8,271689375;1.02;Mid stage;67;80;133;112.75;1.33;85;6.51
30.23;64.28;68,11%;3,161048688;0,245222486;1.41;Mid stage;101;55;89;675.22;1.81;85;5.02
29.68;80.78;17,62%;5,979797961;4,380466851;0.9;Mid stage;86;41;64;589.33;1.87;85;4.9
20.99;66.29;65,84%;6,536062617;1,632763722;1.42;Mid stage;69;78;68;84.83;2.71;85;3.4
28.8;62.03;58,28%;6,024016295;0,647446597;1.36;Mid stage;71;73;72;295.09;3.58;85;3.88
18.17;65.72;53,32%;3,787313634;9,559709555;1.03;Mid stage;63;87;123;622.95;3.74;85;5.08
22.52;74.7;33,04%;8,480177324;6,508436301;1;Mid stage;67;102;86;536.23;4.16;85;4.07
21.21;84.27;51,41%;9,904323898;7,401714648;1.33;Mid stage;113;95;112;199.73;3.98;85;2.02
25.1;82.45;59,02%;2,788039718;0,617347903;1.03;Mid stage;95;83;129;382.04;2.3;85;6.18
28.32;60.18;60,17%;1,474046606;8,256202143;1.32;Mid stage;119;70;56;7.04;2.85;85;3.75
19.37;87.77;58,74%;8,455439321;6,407982011;1.26;Mid stage;61;83;116;269.14;1.35;85;4.87
25.21;71.75;30,56%;8,033059345;0,199848196;1.22;Mid stage;107;69;75;584.5;1.33;85;3.51
31.14;83.79;22,73%;8,725605715;7,399863662;1;Mid stage;88;46;96;410.73;2.14;85;2.02
21.2;61.14;43,54%;1,010919433;2,197087355;1.25;Mid stage;87;59;75;619.47;2.56;85;6.11
27.48;73.78;26,75%;4,962063322;7,485530155;1.16;Mid stage;79;62;69;40.5;1.99;85;2.98
26.3;60.69;57,53%;0,591199519;5,303779494;0.82;Mid stage;112;62;118;191.66;3.29;85;4.34
18.14;88.57;14,59%;8,681921824;4,618752695;1.44;Mid stage;112;80;117;553.85;3.43;85;3.88
24.66;66.54;36,67%;5,518561939;5,215060151;1.14;Mid stage;87;108;50;687.63;4.07;85;5.02
27.92;83.61;57,16%;6,078043762;3,548425513;1.41;Mid stage;114;54;56;543.55;2.18;85;4.55
18.62;69.7;16,67%;6,237188124;2,441528682;0.81;Mid stage;68;76;43;720.13;2.31;85;3.84
30.31;64.74;51,85%;1,241811893;4,148939179;1.35;Mid stage;104;53;61;726.9;3.77;85;2.37
25.28;92.56;25,40%;9,948130996;0,125112971;1.47;Mid stage;73;50;70;239.57;3.6;85;2.09
18.43;80.83;19,39%;2,326556561;5,580547242;1.04;Mid stage;62;82;67;621.81;4.09;85;2.06
21.14;91.17;29,86%;2,897844944;4,926263646;1.22;Mid stage;117;82;50;582.56;1.87;85;4.65
31.35;70.73;13,12%;0,697149385;0,606097495;0.8;Mid stage;119;108;95;40.96;3.03;85;4.71
26.15;89.04;48,54%;0,616631219;5,748017097;1.06;Mid stage;113;40;136;384.52;2.6;85;2.6
19.5;92.96;31,31%;1,414074388;8,316404069;1.06;Mid stage;90;100;49;445.7;3.53;85;5.08
22.03;73.83;69,64%;1,098125871;4,659150584;1.44;Mid stage;103;85;130;383.17;3.25;85;4.36
