Temperature [_ C] ;Humidity [%];Soil moisture %;Reference evapotranspiration (mm/giorno);Evapotranspiration (mm/giorno);Crop Coefficient;Crop Coefficient stage;Nitrogen [mg/kg];Phosphorus [mg/kg];Potassium;Solar Radiation ghi;Wind Speed;Days of planted;pH
19.84;71.08;32,90%;3,251780299;4,132565969;1.42;Mid stage;109;46;94;76.68;2.13;62;4.94
18.78;87.42;61,92%;8,235264691;8,929650682;1.17;Mid stage;92;52;119;559.19;1.07;62;3.3
22.22;81.36;64,57%;2,975620592;0,843339176;1.11;Mid stage;61;95;69;88.16;4.07;62;2.82
21.67;87.44;43,22%;3,046377515;1,683972109;0.82;Mid stage;74;87;108;457.82;3.04;62;5.5
24.39;74.4;39,62%;2,303995336;8,874682261;0.98;Mid stage;101;107;52;83.46;2.87;62;6.5
27.57;86.17;42,90%;1,146226689;4,088208711;1.19;Mid stage;93;66;111;373.1;1.6;62;4.59
27.74;74.3;25,81%;8,819315801;1,821740039;0.98;Mid stage;87;87;111;622.1;2.49;62;6.59
21.97;63.11;17,33%;7,710527427;4,477700612;0.84;Mid stage;119;102;91;106.47;1.19;62;4.52
23.32;79.27;34,44%;4,221512908;6,648598776;0.87;Mid stage;81;56;52;152.18;1.79;62;6.4
20.54;75.9;57,48%;7,977579313;7,950567971;1.05;Mid stage;119;52;108;222.28;3.18;62;2.81
29.04;68.85;51,54%;1,057409109;8,669511044;1.26;Mid stage;93;96;50;337.69;1.16;62;4.14
18.8;91.22;60,77%;5,134072059;8,252733303;1.48;Mid stage;102;84;103;679.8;2.99;62;2.75
27.76;73.4;38,19%;5,376256068;8,226364081;1.41;Mid stage;102;56;99;498.1;1.45;62;3.31
28.9;61.37;19,21%;5,824377692;3,020508071;1.36;Mid stage;97;98;135;540.25;1.17;62;2.78
28.88;73.37;42,31%;2,939496383;3,485413363;0.82;Mid stage;61;72;53;126.53;3.09;62;2.19
21.63;74.86;14,29%;2,735564618;7,329784609;0.88;Mid stage;79;97;128;712.43;3.57;62;2.23
23.23;90.16;36,99%;5,377348098;4,209645086;1.28;Mid stage;71;106;127;618.59;2.23;62;6.77
26.23;87.97;23,68%;5,513027767;1,363546927;1.17;Mid stage;64;47;84;429.55;4.02;62;3.59
21.82;67;60,97%;3,189208889;4,093874958;1.33;Mid stage;69;80;50;9.21;3.05;62;3.35
23.19;89.37;19,48%;6,409619139;3,335578167;1;Mid stage;87;96;125;594.08;3.14;62;3.98
20.76;68.68;39,53%;0,848099699;7,770471582;1.15;Mid stage;75;74;46;512.61;3.89;62;2.85
24.44;71.97;34,34%;7,588469212;3,160213325;0.99;Mid stage;61;46;124;40.78;1.69;62;3.25
18.62;62.69;61,03%;1,626722101;0,863339331;0.99;Mid stage;95;87;84;418.93;1.15;62;6.29
29.2;61.94;44,57%;7,069885552;8,339002363;1.3;Mid stage;60;96;44;300.65;3.16;62;5.59
19.08;83.83;39,55%;0,475670015;8,722550805;0.94;Mid stage;76;47;135;464.07;2.36;62;3.53
25.26;92.32;46,58%;4,325737468;5,149428125;0.9;Mid stage;68;86;135;54.47;2.78;62;3.1
22.3;77.26;25,46%;5,076696062;9,619965789;0.85;Mid stage;77;91;132;459.11;2.67;62;5.01
26.09;89.54;42,24%;8,753169088;2,050625272;1.42;Mid stage;98;57;56;667.44;2.52;62;3.46
31.43;87.78;32,30%;9,682231884;1,685424688;1.39;Mid stage;80;56;105;366.83;2.78;62;4.16
27.04;83.26;18,32%;7,902992983;1,705995728;1.39;Mid stage;119;72;136;256.72;3.1;62;3.29
18.5;94.24;57,91%;8,530022227;7,996202551;1.17;Mid stage;110;62;106;515.62;1.67;62;4.17
24.03;88.08;32,93%;1,024843558;1,844119173;0.84;Mid stage;60;61;69;701.67;4.09;62;4.09
25.14;69.62;28,18%;5,335173156;3,416899695;0.99;Mid stage;83;85;114;533.33;3.35;62;2.84
25.51;87.62;12,03%;3,084125165;8,466715317;0.9;Mid stage;105;58;64;708.91;2.69;62;3.9
27.54;84.24;14,20%;4,077848332;3,382068159;0.92;Mid stage;77;56;48;405.04;2.21;62;3.01
21.89;73.98;26,61%;4,720576025;8,531178204;1.46;Mid stage;109;81;87;89.47;1.77;62;6.51
19.8;62.69;31,11%;3,484524199;6,864112575;1.36;Mid stage;68;103;134;380.87;1.63;62;6.75
23.5;67.5;52,55%;3,347818385;3,919695637;1.06;Mid stage;69;108;65;259.43;4.05;62;3.55
31.39;87.9;33,37%;1,080976138;1,527662307;0.94;Mid stage;87;103;49;110.18;3.28;62;3.42
20.62;68.7;58,20%;1,091567253;8,823830932;1.45;Mid stage;69;78;112;618.67;3.26;62;6.41
30.66;94.93;46,06%;7,075779726;3,913127753;1.23;Mid stage;110;50;107;731.06;1.65;62;5.17
25.61;84.29;32,33%;8,909634256;4,905539637;1.44;Mid stage;110;47;82;409.7;4.1;62;6.31
24.4;76.7;21,13%;7,935381938;6,880599405;1.3;Mid stage;98;70;53;276.33;2.66;62;3.11
30.35;79.97;12,08%;7,506407876;2,523094777;0.93;Mid stage;91;92;71;82.67;2.94;62;2.52
24.42;81.38;34,22%;1,620125022;2,368382051;0.99;Mid stage;67;90;86;452.11;1.94;62;3.23
28.14;93.91;35,59%;1,512572662;1,259825474;1.02;Mid stage;70;106;61;614.78;2.63;62;3.14
23.59;65.66;33,11%;9,745380091;8,048717722;1.11;Mid stage;105;52;40;67.3;1.07;62;5.7
30.66;69.53;58,54%;1,667957282;1,752434271;0.93;Mid stage;66;69;107;46.02;1.92;62;2.99
27.66;84.84;17,54%;7,480605031;2,869152887;0.92;Mid stage;66;99;98;179.62;1.21;62;4.76
27.79;68.4;18,66%;8,854590871;8,872879576;0.85;Mid stage;119;59;110;525.38;3.2;62;5.95
22.59;90.5;25,54%;0,789986429;0,084567664;0.94;Mid stage;97;64;116;650.23;2.27;62;6.99
28.59;72.13;41,80%;1,597057796;6,509288733;1.06;Mid stage;111;101;128;585.52;2.27;62;4.8
26.9;66.33;54,10%;7,049138914;7,574554271;1.32;Mid stage;78;60;93;374.42;1.53;62;5.11
21.36;61.67;64,41%;1,367119626;1,414596437;1.24;Mid stage;103;100;55;110.27;1.69;62;4.7
20.25;80.85;27,49%;0,509009759;7,289977116;1.08;Mid stage;105;96;44;212.87;3.23;62;5.52
29.15;88.88;19,41%;7,206609429;7,779315417;1.3;Mid stage;109;81;96;399.95;4.03;62;6.97
31.43;69.58;41,53%;4,096851819;3,232777501;0.96;Mid stage;91;73;49;478.74;3.33;62;3.94
24.41;92.11;29,38%;5,694531742;0,291175869;1.04;Mid stage;85;70;69;622.05;2.99;62;5.08
26.27;86.52;69,10%;1,041703051;6,201368916;1.18;Mid stage;108;51;69;274.54;3.97;62;5.41
30.01;62.15;14,31%;3,421182231;6,815795013;1.14;Mid stage;97;65;66;600.87;1.67;62;4.96
24.4;80.04;23,07%;1,933358845;5,527034814;1.35;Mid stage;74;62;44;66.95;1.99;62;5.44
31.33;79.86;55,71%;9,984140623;8,666379786;0.96;Mid stage;97;93;67;657.48;1.2;62;4.98
26.06;67.08;34,41%;5,320958213;3,293800903;1.41;Mid stage;108;100;69;358.45;1.33;62;4.02
29.49;71.71;44,61%;5,464959024;0,128288019;1.37;Mid stage;84;97;56;745.3;3.48;62;4.83
30.72;76.04;59,30%;0,104896529;8,861603294;1.08;Mid stage;63;40;54;230.21;1.47;62;5.82
29.42;61.68;50,68%;2,953206252;6,558049935;1.41;Mid stage;102;109;44;480.2;3.56;62;4.72
20.23;65.24;47,01%;8,763289665;2,460714872;1.24;Mid stage;103;77;113;536.51;1.72;62;2.94
26.8;65.74;51,55%;6,166113746;0,014449873;1.19;Mid stage;118;80;118;37.94;1.85;62;3.04
23.58;73.27;15,73%;7,593295222;0,882429584;1.21;Mid stage;90;82;51;271.63;3.49;62;3.87
18.88;86.16;17,67%;5,182373362;7,384990302;1.16;Mid stage;68;94;63;359.96;1.42;62;6.47
23.94;89.1;47,24%;4,228608603;6,142497975;1.25;Mid stage;76;42;128;448.54;3.71;62;5.39
21.62;65.7;33,34%;1,593221491;2,937102682;1.1;Mid stage;81;80;61;315.9;1.83;62;2.29
29.89;86.32;69,75%;1,086262721;1,518369654;1.12;Mid stage;66;108;105;531.23;3.92;62;6.25
18.47;83.47;59,60%;0,800194006;7,346764721;0.96;Mid stage;64;97;72;110.86;1.61;62;3.95
31.43;91.17;65,74%;5,011213719;0,833958917;1.16;Mid stage;90;81;116;352.06;2.48;62;4.41
22.98;93.91;22,47%;5,427165912;0,777460957;1.01;Mid stage;83;94;40;360.63;2.52;62;2.15
22.99;64.36;48,23%;1,278973141;2,281071567;1.05;Mid stage;109;76;135;139.54;2.83;62;2.03
18.23;62.82;13,62%;3,353864982;8,117701747;0.87;Mid stage;114;68;76;569.32;3.04;62;6.27
20.59;87.99;54,64%;8,885267312;4,542737801;1.2;Mid stage;117;92;67;227.38;1.92;62;6.39
23.62;65.68;14,45%;0,517404953;6,960362617;1.49;Mid stage;61;49;44;155.18;3.2;62;3.64
31.01;66.81;51,10%;8,491121582;0,883497135;0.99;Mid stage;110;43;100;527.43;3.16;62;5.93
19.39;90.87;24,32%;7,849871013;8,243687755;1.42;Mid stage;100;78;94;232.77;3.12;62;5.35
31.23;92.86;46,29%;7,475770021;0,029766191;0.81;Mid stage;67;56;78;218.77;1.04;62;6.98
30.17;71.15;28,01%;0,059941184;2,084136658;1.1;Mid stage;69;56;90;280.3;2.48;62;3.45
24.36;89.48;13,30%;3,827136787;5,689198854;1.4;Mid stage;99;71;74;536.79;2.14;62;6.34
22.57;90.06;51,76%;1,069885333;1,158941561;1.01;Mid stage;110;97;107;215.82;3.72;62;4.97
21.26;81.19;38,02%;0,100190058;5,470340799;0.92;Mid stage;105;83;123;393.59;3.27;62;3.88
26.6;79.81;54,01%;5,222721098;9,453849815;1.26;Mid stage;68;83;93;315.7;3.86;62;6.56
18.46;80.15;15,27%;1,937865426;6,677896018;1.46;Mid stage;88;41;101;275.07;2.1;62;5.42
18.22;70.55;42,75%;2,588007729;3,490496311;1.24;Mid stage;76;89;123;215.72;2.62;62;3.19
24;81.66;15,15%;1,640377408;6,823347571;0.86;Last stage;80;109;44;20.06;2.92;62;3.33
18.95;68.53;20,34%;9,596305021;6,237563733;1.32;Mid stage;64;89;129;658.76;2.29;62;2.26
21.53;66.22;57,50%;4,003918491;4,303982986;0.8;Last stage;95;99;125;353.66;1.43;62;6.52
21.1;74.45;25,26%;5,349160682;4,582608115;1.18;Mid stage;119;45;139;76.81;1.87;62;5.78
21.54;84.7;17,41%;5,795721275;8,209434238;1.39;Mid stage;118;42;76;380.16;1.02;62;2.5
19.83;81.75;20,23%;8,726534855;5,838758077;1.1;Mid stage;100;42;133;668.82;2.52;62;4.78
18.17;93.77;20,20%;6,770275512;5,770388193;0.95;Mid stage;101;57;58;665.25;1.03;62;4.71
19.62;82.63;60,94%;7,713978025;7,344330439;1.41;Mid stage;75;71;41;334.87;2.83;62;4.13
26.66;64.95;46,22%;0,415428474;4,520300402;0.91;Mid stage;106;48;99;733.05;3.9;62;5.44
31.64;65.64;57,96%;0,502439118;1,698084578;1.08;Mid stage;95;78;66;104.66;3.01;62;5.5
31.86;63.26;26,92%;7,903413703;5,969996299;1.12;Mid stage;93;41;69;580.14;3.08;62;4.91
23.73;66.69;48,33%;8,626628009;4,970076293;0.82;Mid stage;72;100;64;53.39;1.03;62;2.86
20.28;80.93;64,14%;6,673857899;0,373969139;1.17;Mid stage;74;63;94;713.53;3.88;62;3.38
26.94;89.34;42,97%;0,658932285;0,252416338;1.22;Mid stage;110;55;106;743.31;3.53;62;4.11
24.86;91.29;62,50%;3,368981069;7,507835353;1.09;Mid stage;94;92;89;405.47;1.27;62;3.61
31.85;74;24,65%;9,191652489;0,261824977;0.82;Mid stage;63;99;131;365.14;1.32;62;5.92
18.91;79.55;68,08%;2,648032567;3,289452495;0.88;Mid stage;65;83;90;88.36;4.06;62;3.56
28.97;88.32;16,62%;3,671112163;4,105222821;1.07;Mid stage;91;77;133;14.59;3.12;62;4.62
22.04;70.92;56,14%;2,570026175;4,908893612;1.1;Mid stage;83;109;115;432.2;1.47;62;3.64
21.38;80.85;23,70%;9,546824466;0,217605985;1.44;Mid stage;110;88;94;384.89;2.71;62;4.32
27.28;66.09;18,78%;0,331452261;0,449341394;1.06;Mid stage;100;72;40;53.37;2.59;62;2.68
21.44;76.68;44,42%;8,165913327;8,329173037;1.31;Mid stage;72;50;112;295.68;1.84;62;2.03
27.32;66.06;30,39%;6,746525746;1,823321833;1.23;Mid stage;60;91;131;546.58;2.54;62;2.04
25.24;76.18;24,91%;9,491309112;4,959572295;0.83;Mid stage;86;86;48;739.36;1.96;62;3.6
23.94;73.89;37,47%;2,183394937;0,875826014;1.12;Mid stage;83;74;78;519.13;1.96;62;5.91
25.77;75.16;69,33%;5,694265153;4,323103663;1.27;Mid stage;74;104;92;462.18;4.19;62;6.9
22.02;68.53;48,70%;9,172035567;8,147034103;1.02;Mid stage;85;54;120;98.73;2.81;62;6.21
27.89;64.76;28,16%;6,720472381;3,514427663;1.32;Mid stage;75;68;53;670.28;3.54;62;4.9
23.81;69.65;69,18%;1,446802833;4,720017774;1.45;Mid stage;68;68;96;408.9;2.14;62;4.39
23.05;68.39;28,19%;2,796669379;3,584186521;0.99;Mid stage;87;103;75;592.69;3.54;62;5.71
29.6;85.7;53,74%;7,530980699;2,446178967;1.21;Mid stage;95;67;67;356.61;3.42;62;2.47
30.95;85.09;27,27%;6,731364275;0,825052944;0.81;Mid stage;83;65;63;61.13;3.4;62;4.04
18.64;80.46;56,91%;9,862344051;3,744868796;1.24;Mid stage;71;92;87;152.47;1.9;62;5.55
21.26;63.2;49,35%;1,018144343;4,172715802;1.16;Mid stage;103;89;55;84.66;3.57;62;5.51
22.88;79.82;45,22%;8,805468085;3,633633317;1.07;Mid stage;65;40;90;721.86;1.62;62;5.04
29.41;62.77;38,62%;2,028192582;6,657827521;1.43;Mid stage;62;83;101;639.98;4.06;62;3.39
31.8;60.64;26,09%;4,098237015;3,589585111;1.46;Mid stage;112;63;48;388.87;1.94;62;5.68
31.57;72.34;47,35%;1,061189486;0,460385271;1.04;Mid stage;77;64;121;705.08;1.1;62;6.7
30.67;68.42;62,71%;5,327246669;5,802106273;1.17;Mid stage;96;42;120;117.89;4.09;62;3.46
22.15;80.81;13,82%;3,680645963;6,422527843;0.86;Mid stage;99;93;64;707.24;1.03;62;2.08
31.89;92.5;54,50%;1,058235188;0,481354899;1.17;Mid stage;67;53;95;661.88;3.44;62;4.07
21.49;85.19;63,04%;7,697716257;8,762378235;1.42;Mid stage;93;100;54;704.62;3.35;62;3.06
19.48;86.86;47,78%;7,663903443;7,841432138;0.94;Mid stage;91;43;120;651.42;3.94;62;2.01
31.31;93.28;26,99%;4,541886653;3,115555597;0.83;Mid stage;88;79;112;28.75;3.25;62;6.77
21.27;82.19;32,39%;1,037703442;3,358394059;1.07;Mid stage;71;47;99;632.72;3.35;62;3.05
27.66;80.22;55,43%;1,081861568;0,594590167;0.94;Mid stage;119;86;127;246.46;2.02;62;5.76
18.82;81.07;33,28%;9,419616673;4,131434426;1;Mid stage;115;62;61;271.94;3.23;62;2.57
28.23;90.3;12,47%;7,328997311;4,995956291;1.45;Mid stage;103;44;114;676.18;1.04;62;3.12
30.34;73.58;18,12%;5,716909755;8,738985414;1.41;Mid stage;112;74;73;236.29;2.55;62;5.86
21.81;87.84;28,55%;1,674091921;0,825012486;1.03;Mid stage;88;103;96;55.46;1.95;62;6.4
23.31;82.83;34,80%;1,192228537;5,357122823;1.43;Mid stage;87;47;136;737.31;1.48;62;6.18
23.24;70.66;33,13%;0,103673551;0,610153343;1.39;Mid stage;83;91;77;689.62;3.85;62;3.26
28.48;60.48;58,77%;5,089160513;1,982142958;1.49;Mid stage;92;62;119;43.69;2.92;62;3.23
21.33;67.35;24,85%;6,626306651;5,278991659;1.17;Mid stage;107;89;89;648.11;2.71;62;3.56
20.41;84.5;35,80%;1,563114902;6,976797445;1.17;Mid stage;80;75;116;359.48;2.53;62;5
24.29;80.29;59,23%;5,370184238;2,576715949;1.46;Mid stage;95;108;90;405.82;2.28;62;3.05
22.26;69.61;58,02%;5,711649189;8,793328362;1.42;Mid stage;118;108;121;564.35;3.31;62;4.92
29.75;75.2;23,90%;1,687551438;0,118108791;1.47;Mid stage;92;65;115;615.62;1.6;62;4.84
21.33;83.14;33,12%;5,043713343;4,270604716;1.04;Mid stage;63;108;76;678.99;3.02;62;3.2
25.03;64.45;21,07%;9,752833889;6,562551169;1.11;Mid stage;72;49;96;450.53;1.67;62;5.25
31.2;75.13;17,23%;6,331424767;3,967315277;1.36;Mid stage;115;69;66;179.85;2.44;62;5.38
26.88;74.58;44,14%;0,205362729;4,635272275;1.24;Mid stage;93;75;130;369.19;3.77;62;5.94
30.14;78.99;30,53%;1,050898214;4,278593324;0.84;Mid stage;98;94;81;485.22;2.44;62;2.98
31.16;78.27;41,79%;9,822392308;4,919815318;1.42;Mid stage;99;67;62;623.42;3.03;62;4.86
28.51;72.87;46,10%;1,019780456;2,900126573;1.17;Mid stage;119;41;110;370.94;2.21;62;3.08
27.79;86.7;47,16%;8,592279364;7,553917751;1.08;Mid stage;88;62;60;157.79;2.91;62;4.61
31.55;62.35;66,56%;6,179342679;6,845232981;1.33;Mid stage;111;102;98;287.67;1.97;62;7
31.92;61.24;25,61%;8,535689176;4,303530961;0.87;Mid stage;77;96;51;134.56;2.53;62;5.72
24.33;74.71;64,09%;6,817355821;3,670382977;1.14;Mid stage;85;73;80;704.43;1.8;62;5.28
18.99;91.38;14,98%;7,258206645;6,850751136;1.2;Mid stage;118;57;105;190.04;1.67;62;3.82
22.1;69.71;13,76%;1,287940559;5,917501899;1.01;Mid stage;86;78;102;378.16;2.59;62;4.88
20.13;66.03;18,31%;1,213906643;0,372532915;1.35;Mid stage;87;100;65;649.2;1.39;62;2.17
23.84;92.49;49,33%;6,096956364;0,121374254;1.46;Mid stage;62;93;112;157.04;2.32;62;6.2
19.84;65.89;42,76%;0,765612796;4,348547939;1.24;Mid stage;118;69;108;250.92;2.43;62;5.53
26.46;73.12;21,40%;1,033348456;1,740008241;1.26;Mid stage;79;103;98;430.76;1.27;62;2.86
23.36;85.52;20,58%;9,914491586;3,781165007;1.45;Mid stage;92;83;45;247.47;2.18;62;6.82
30.54;69.13;42,71%;6,580200371;7,927958444;1.16;Mid stage;85;109;106;60.12;1.14;62;4.6
31.55;68.04;67,62%;6,287637501;2,490230276;0.89;Mid stage;87;90;92;83.58;1.78;62;5.97
25.66;73.92;22,60%;7,607784158;3,909037818;1.39;Mid stage;72;81;127;166.96;1.29;62;4.68
21.85;87.56;27,03%;8,485615035;0,293010771;1.46;Mid stage;107;84;116;94.79;2.44;62;4.04
26.29;91.88;18,99%;2,932889291;8,047329981;0.96;Mid stage;103;94;98;682.94;2.09;62;5.02
30.55;61.1;46,49%;1,009790078;7,250015329;0.94;Mid stage;64;100;124;351.43;1.36;62;3.14
23.69;65.78;65,75%;0,244104914;5,713825598;1.17;Mid stage;65;44;96;462.35;2.75;62;3.9
25.73;93.55;25,81%;7,662583271;8,743118169;1.01;Mid stage;114;66;101;140.47;2.73;62;5.26
21.8;80.75;39,40%;1,244105963;8,218895996;1.39;Mid stage;110;69;80;557.49;2.06;62;6.69
24.38;79.3;64,64%;5,437768298;2,883155858;1.12;Mid stage;80;75;102;9.25;2.32;62;2.88
23.62;88.47;53,08%;1,647300055;2,439161921;0.96;Mid stage;87;108;115;694.45;4.02;62;3.69
21.48;61.39;42,64%;9,271112882;9,782773437;0.8;Mid stage;63;70;63;348.59;1.49;62;5.02
25.08;60.48;49,08%;6,757938063;3,655537622;0.87;Mid stage;60;101;40;318.18;4.01;62;3.45
22.35;93.86;54,39%;1,074987128;4,080154199;1.05;Mid stage;94;88;130;39.82;2.04;62;6.9
23.22;89;54,25%;1,559859558;1,513130366;1.42;Mid stage;106;100;129;5.41;1.98;62;3.01
25.35;86.16;40,13%;9,418551097;6,973097248;1.06;Mid stage;109;54;76;342.03;2.87;62;6.54
28.51;65.45;28,33%;8,080068546;3,146952563;0.89;Mid stage;69;49;86;380.86;2.23;62;4.66
22.67;76.68;23,96%;4,265469266;3,598498597;1.46;Mid stage;95;60;97;741.76;3.01;62;4.92
30.94;92.81;65,28%;2,067453779;2,682032649;1.28;Mid stage;97;55;69;471.52;3.49;62;5.98
30.07;92.68;15,38%;8,098293496;2,586082205;1.09;Mid stage;61;106;61;213.45;2.22;62;2.25
18.68;60.32;31,55%;1,088645797;3,785710735;1.29;Mid stage;105;59;50;465.18;3.59;62;4.97
21.55;86.34;52,02%;0,890028768;3,698130219;1.43;Mid stage;93;62;120;34.05;2.52;62;2.48
24.25;60.22;46,80%;8,785449432;4,641381817;0.92;Mid stage;86;40;129;523.62;2.89;62;5.14
19.46;94.45;37,13%;2,380841967;6,383003804;1.19;Mid stage;72;108;41;466.87;1.33;62;6.31
22.88;74.59;18,05%;1,062533596;1,014823578;1.32;Mid stage;84;77;91;382.62;4.19;62;5.77
28.36;94.07;20,09%;8,723992088;8,462669941;1.49;Mid stage;83;97;82;313.83;3.46;62;3.08
27.53;72.87;52,40%;6,654443746;1,407319384;0.95;Mid stage;93;62;49;416.14;3.12;62;2.95
26.71;70.26;40,05%;8,087115222;8,746339151;1.12;Mid stage;90;97;110;500.03;1.07;62;3.23
27.95;71.07;31,69%;5,156767833;1,472049182;0.9;Mid stage;68;83;93;165.8;1.04;62;2.29
20.87;85.57;33,74%;1,030388916;2,908031001;1.2;Mid stage;99;100;110;182.35;1;62;3.29
22.78;66.99;36,86%;0,700986349;7,445010726;1.16;Mid stage;91;75;51;600.28;2.05;62;3.75
27.47;90.24;51,62%;4,584351561;7,211858686;1.28;Mid stage;64;67;105;87.95;1.74;62;2.61
30.31;80.67;46,86%;1,076764839;2,241761805;1.16;Mid stage;103;60;111;154.49;2.51;62;5.78
25.61;93.95;16,09%;7,061618262;2,931750406;0.96;Mid stage;74;83;124;553.38;2.85;62;2.94
21.96;94.55;21,13%;1,774026654;5,642178664;1.11;Mid stage;119;81;139;25.67;4.06;62;2.12
18.42;66.48;16,09%;9,904843129;0,138746734;0.92;Mid stage;71;101;79;524.15;1.08;62;5.13
27.94;93.45;14,01%;5,362048329;1,553170105;0.95;Mid stage;89;94;42;68.27;3.03;62;3.36
18.11;61.63;57,01%;2,132558606;6,153324548;1.02;Mid stage;89;94;75;425.36;1.14;62;7
23.22;60.98;61,36%;3,446208838;1,425832707;1.4;Mid stage;77;60;41;421.29;2.23;62;4.75
25.43;93.04;36,14%;8,485364101;0,582765078;1.14;Mid stage;101;42;51;581.84;2.19;62;5.43
30.91;93.68;68,19%;6,976683218;5,671426016;0.81;Mid stage;64;63;56;376.4;1.48;62;4.04
19.25;65.15;62,09%;1,012168519;2,410667244;1.47;Mid stage;62;74;134;190.9;3.36;62;2.28
23.68;75.48;61,90%;6,276476291;0,232997428;0.89;Mid stage;72;98;87;385;4.06;62;2.15
18.34;77.29;33,30%;7,065380642;3,746452181;1.42;Mid stage;66;40;56;469.71;3.12;62;4.62
22.8;90.11;67,35%;3,227920012;4,314120603;1.19;Mid stage;73;51;122;651.51;3.63;62;6.45
26.71;81.98;55,44%;7,795524804;8,259133937;1.24;Mid stage;111;40;115;403.54;4.13;62;4.79
21.91;87.11;32,51%;1,006771306;0,610064831;1.28;Mid stage;106;105;99;150.92;4.06;62;5.75
20.94;76.98;63,55%;5,196271222;2,886579419;1.08;Mid stage;74;47;129;371.08;2.15;62;4.33
19.62;82.69;12,24%;0,239791643;6,892314058;1.06;Mid stage;67;97;64;732.92;2.18;62;3.76
26.08;85.74;45,15%;1,030355133;3,989484413;0.82;Mid stage;105;99;102;657.96;3.91;62;3.8
27.73;85.83;42,17%;8,856655402;5,308720588;1.47;Mid stage;111;60;65;392.39;2.02;62;4.88
27.41;60.06;16,74%;0,782127168;5,910119756;1.47;Mid stage;82;99;130;114.23;1.41;62;2.03
31.28;63.5;62,02%;2,569923035;0,293292048;1.12;Mid stage;100;98;57;127.37;3.56;62;5.64
18.04;72.73;28,34%;4,023481794;4,510652616;1.16;Mid stage;103;88;81;594.14;1.88;62;4.88
27.06;62.14;33,83%;3,519006233;9,185606894;1.04;Mid stage;66;76;126;112.61;1.27;62;6.05
26.41;73.4;39,56%;5,734333296;0,762492989;0.93;Mid stage;66;97;54;699.51;3.41;62;2.75
26.24;73.63;59,38%;1,886175961;8,572225923;0.86;Mid stage;62;72;108;90.53;4.05;62;3.19
31.48;92.21;46,51%;3,113245205;8,117529159;1.46;Mid stage;115;83;59;272.45;1.99;62;5.66
18.24;79.85;44,71%;1,692938796;4,123351538;0.81;Mid stage;76;93;115;214.9;3.65;62;2.95
27.75;84.72;33,02%;0,910369421;7,677334142;1.16;Mid stage;84;109;135;747.05;1.31;62;2.77
29.39;91.05;28,22%;5,729332617;7,580245956;1.28;Mid stage;62;61;45;537.92;1.44;62;4.99
25.14;75.47;39,73%;2,443706078;1,184714594;1.44;Mid stage;83;46;88;245.49;1.68;65;5.26
22.68;60.07;26,83%;9,326494572;6,491410018;1.3;Mid stage;91;62;107;24.38;1.87;65;5.84
29.07;69.99;31,69%;8,369726598;4,941063626;1.07;Mid stage;102;53;137;204.52;3.4;65;6.36
19.36;88.5;37,54%;4,255188288;7,308628138;0.83;Mid stage;70;108;70;556.8;3.19;65;2.01
24.19;91.56;60,92%;9,254889155;7,220224029;0.84;Mid stage;113;79;42;200.28;3.16;65;3.41
25.28;72.3;65,97%;7,015559803;8,709160217;1.34;Mid stage;65;84;95;151.22;1.67;65;2.06
27.72;70.29;60,13%;6,861819007;3,911181446;1.46;Mid stage;90;60;94;628.92;1.96;65;5.67
19.27;92.36;42,49%;1,152060199;4,477136815;1.36;Mid stage;69;109;95;614.58;3.35;65;4.18
21.19;72.29;53,27%;4,496170428;3,885658271;1.11;Mid stage;110;51;64;4.77;2.28;65;6.37
23.74;82.83;31,44%;7,948439226;4,598265065;1.04;Mid stage;114;45;54;15.36;1.56;65;6.64
26.73;69.81;38,63%;4,416030928;7,340139651;0.93;Mid stage;105;73;41;333.64;3.5;65;4.46
30.42;63.43;66,55%;6,633337496;7,816675058;1.18;Mid stage;70;81;94;698.15;2.97;65;5.23
26.66;77.54;32,59%;2,129717089;1,481251958;1.1;Mid stage;104;78;92;114.44;1.08;65;4.5
19.87;92.31;22,03%;5,025627328;6,017448832;1.28;Mid stage;108;62;60;634.83;3.87;65;3.09
31.73;81.65;39,38%;6,802722482;5,621509575;1.38;Mid stage;86;44;61;510.05;3.05;65;3.57
30.21;67.31;49,85%;1,998834215;5,510716606;0.86;Mid stage;61;77;111;448.55;3.69;65;4.5
25.04;83.89;19,34%;9,155049038;6,748825746;0.97;Mid stage;94;103;62;397.13;1.79;65;6.83
30.91;86.89;19,08%;9,612190121;6,599680356;0.88;Mid stage;100;46;129;419.77;3.13;65;3.95
25.58;71.23;29,61%;9,271631327;9,755879406;0.96;Mid stage;62;69;44;620.34;1.74;65;4.23
30.93;79.57;64,64%;6,260237185;6,395552568;0.94;Mid stage;111;71;120;450.58;2.77;65;5.65
29.62;83.87;51,13%;8,705863955;7,463714611;0.84;Mid stage;60;76;79;393.19;2.85;65;6.43
31.56;65.61;24,87%;1,851271735;1,202491147;0.84;Mid stage;79;99;62;88.73;2.9;65;6.78
30.88;93.74;47,00%;0,711302108;2,884346008;0.89;Mid stage;103;75;84;622.98;1.98;65;4.96
18.5;75.79;50,29%;8,039535827;1,809430711;1.14;Mid stage;100;86;80;264.12;1.35;65;4.49
20.45;94.29;42,34%;7,782032676;1,789679486;1;Mid stage;61;93;105;608.93;2.15;65;3.95
